306;22,564;0,02765
307;22,592;0,02758
308;22,619;0,0275
309;22,647;0,02742
310;22,674;0,02735
311;22,701;0,02727
312;22,729;0,0272
313;22,756;0,02712
314;22,783;0,02705
315;22,81;0,02697
316;22,837;0,0269
317;22,864;0,02682
318;22,89;0,02675
319;22,917;0,02668
320;22,944;0,0266
321;22,97;0,02653
322;22,997;0,02646
323;23,023;0,02639
324;23,049;0,02631
325;23,076;0,02624
326;23,102;0,02617
327;23,128;0,02609
328;23,154;0,02602
329;23,18;0,02595
330;23,206;0,02588
331;23,231;0,02581
332;23,257;0,02573
333;23,283;0,02566
334;23,308;0,02559
335;23,334;0,02552
336;23,359;0,02545
337;23,385;0,02538
338;23,41;0,02531
339;23,435;0,02524
340;23,46;0,02517
341;23,486;0,0251
342;23,511;0,02503
343;23,536;0,02496
344;23,56;0,0249
345;23,585;0,02483
346;23,61;0,02476
347;23,635;0,02469
348;23,659;0,02462
349;23,684;0,02456
350;23,708;0,02449
351;23,733;0,02442
352;23,757;0,02435
353;23,781;0,02429
354;23,806;0,02422
355;23,83;0,02415
356;23,854;0,02408
357;23,878;0,02402
358;23,902;0,02395
359;23,926;0,02389
360;23,95;0,02382
361;23,973;0,02375
362;23,997;0,02369
363;24,021;0,02362
364;24,044;0,02355
365;24,068;0,02349
366;24,091;0,02342
367;24,115;0,02336
368;24,138;0,02329
369;24,161;0,02323
370;24,184;0,02316
371;24,207;0,02309
372;24,23;0,02303
373;24,253;0,02296
374;24,276;0,0229
375;24,299;0,02283
376;24,322;0,02277
377;24,344;0,0227
378;24,367;0,02264
379;24,39;0,02257
380;24,412;0,02251
381;24,435;0,02244
382;24,457;0,02238
383;24,479;0,02231
384;24,502;0,02225
385;24,524;0,02218
386;24,546;0,02212
387;24,568;0,02205
388;24,59;0,02198
389;24,612;0,02192
390;24,634;0,02185
391;24,655;0,02179
392;24,677;0,02172
393;24,699;0,02166
394;24,72;0,02159
395;24,742;0,02153
396;24,763;0,02146
397;24,785;0,0214
398;24,806;0,02133
399;24,827;0,02126
400;24,849;0,0212
401;24,87;0,02113
402;24,891;0,02107
403;24,912;0,021
404;24,933;0,02093
405;24,954;0,02087
406;24,974;0,0208
407;24,995;0,02073
408;25,016;0,02067
409;25,036;0,02065
410;25,057;0,02065
411;25,078;0,02065
412;25,098;0,02065
413;25,119;0,02065
414;25,14;0,02065
415;25,16;0,02065
416;25,181;0,02065
417;25,202;0,02065
418;25,222;0,02065
419;25,243;0,02065
420;25,264;0,02065
421;25,284;0,02065
422;25,305;0,02065
423;25,326;0,02065
424;25,346;0,02065
425;25,367;0,02065
426;25,388;0,02065
427;25,408;0,02065
428;25,429;0,02065
429;25,45;0,02065
430;25,47;0,02065
431;25,491;0,02065
432;25,511;0,02065
433;25,532;0,02065
434;25,553;0,02065
435;25,573;0,02065
436;25,594;0,02065
437;25,615;0,02065
438;25,635;0,02065
439;25,656;0,02065
440;25,677;0,02065
441;25,697;0,02065
442;25,718;0,02065
443;25,739;0,02065
444;25,759;0,02065
445;25,78;0,02065
446;25,801;0,02065
447;25,821;0,02065
448;
