1	10,027	0,02685
2	10,054	0,0268
3	10,08	0,02675
4	10,107	0,0267
5	10,134	0,02665
6	10,16	0,02661
7	10,187	0,02656
8	10,213	0,02652
9	10,24	0,02647
10	10,266	0,02643
11	10,293	0,02639
12	10,319	0,02634
13	10,345	0,0263
14	10,372	0,02626
15	10,398	0,02622
16	10,424	0,02618
17	10,45	0,02614
18	10,476	0,0261
19	10,502	0,02606
20	10,528	0,02602
21	10,554	0,02598
22	10,58	0,02594
23	10,606	0,02591
24	10,632	0,02587
25	10,658	0,02583
26	10,684	0,0258
27	10,709	0,02576
28	10,735	0,02573
29	10,761	0,02569
30	10,787	0,02566
31	10,812	0,02562
32	10,838	0,02559
33	10,863	0,02556
34	10,889	0,02552
35	10,914	0,02549
36	10,94	0,02546
37	10,965	0,02543
38	10,991	0,0254
39	11,016	0,02536
40	11,041	0,02533
41	11,067	0,0253
42	11,092	0,02527
43	11,117	0,02524
44	11,142	0,02521
45	11,167	0,02518
46	11,193	0,02515
47	11,218	0,02512
48	11,243	0,02509
49	11,268	0,02506
50	11,293	0,02503
51	11,318	0,02501
52	11,343	0,02498
53	11,368	0,02495
54	11,393	0,02492
55	11,418	0,02489
56	11,443	0,02486
57	11,467	0,02484
58	11,492	0,02481
59	11,517	0,02478
60	11,542	0,02476
61	11,566	0,02473
62	11,591	0,0247
63	11,616	0,02468
64	11,641	0,02465
65	11,665	0,02462
66	11,69	0,0246
67	11,714	0,02457
68	11,739	0,02454
69	11,763	0,02452
70	11,788	0,02449
71	11,812	0,02447
72	11,837	0,02444
73	11,861	0,02442
74	11,886	0,02439
75	11,91	0,02437
76	11,934	0,02434
77	11,959	0,02432
78	11,983	0,02429
79	12,007	0,02427
80	12,031	0,02424
81	12,056	0,02422
82	12,08	0,02419
83	12,104	0,02417
84	12,128	0,02414
85	12,152	0,02412
86	12,176	0,0241
87	12,2	0,02407
88	12,224	0,02405
89	12,248	0,02402
90	12,272	0,024
91	12,296	0,02398
92	12,32	0,02395
93	12,344	0,02393
94	12,368	0,0239
95	12,392	0,02388
96	12,416	0,02386
97	12,44	0,02383
98	12,464	0,02381
99	12,487	0,02379
100	12,511	0,02376
101	12,535	0,02374
102	12,559	0,02372
103	12,582	0,02369
104	12,606	0,02367
105	12,63	0,02365
106	12,653	0,02362
107	12,677	0,0236
108	12,7	0,02357
109	12,724	0,02355
110	12,748	0,02353
111	12,771	0,0235
112	12,794	0,02348
113	12,818	0,02346
114	12,841	0,02343
115	12,865	0,02341
116	12,888	0,02339
117	12,912	0,02336
118	12,935	0,02334
119	12,958	0,02332
120	12,981	0,02329
121	13,005	0,02327
122	13,028	0,02325
123	13,051	0,02322
124	13,074	0,0232
125	13,098	0,02317
126	13,121	0,02315
127	13,144	0,02313
128	13,167	0,0231
129	13,19	0,02308
130	13,213	0,02306
131	13,236	0,02303
132	13,259	0,02301
133	13,282	0,02298
134	13,305	0,02296
135	13,328	0,02294
136	13,351	0,02291
137	13,374	0,02289
138	13,397	0,02286
139	13,42	0,02284
140	13,442	0,02281
141	13,465	0,02279
142	13,488	0,02276
143	13,511	0,02274
144	13,533	0,02271
145	13,556	0,02269
146	13,579	0,02266
147	13,601	0,02264
148	13,624	0,02261
149	13,647	0,02259
150	13,669	0,02256
151	13,692	0,02254
152	13,714	0,02251
153	13,737	0,02249
154	13,759	0,02246
155	13,782	0,02244
156	13,804	0,02241
157	13,826	0,02238
158	13,849	0,02236
159	13,871	0,02233
160	13,893	0,0223
161	13,916	0,02228
162	13,938	0,02225
163	13,96	0,02222
164	13,982	0,0222
165	14,004	0,02217
166	14,027	0,02214
167	14,049	0,02211
168	14,071	0,02209
169	14,093	0,02206
170	14,115	0,02203
171	14,137	0,022
172	14,159	0,02198
173	14,181	0,02195
174	14,203	0,02192
